IP:PORT, LOSS, DELAY
162.159.193.118:8319,100.00%,1000 ms
162.159.193.119:7156,100.00%,1000 ms
162.159.192.188:942,100.00%,1000 ms
162.159.193.120:7156,100.00%,1000 ms
162.159.193.119:8319,100.00%,1000 ms
162.159.193.122:7156,100.00%,1000 ms
162.159.193.121:8319,100.00%,1000 ms
162.159.193.121:7156,100.00%,1000 ms
162.159.193.123:7156,100.00%,1000 ms
162.159.193.120:8319,100.00%,1000 ms
162.159.192.180:500,100.00%,1000 ms
188.114.96.4:1018,100.00%,1000 ms
162.159.193.124:8319,100.00%,1000 ms
162.159.193.124:7156,100.00%,1000 ms
162.159.193.123:8319,100.00%,1000 ms
162.159.193.126:7156,100.00%,1000 ms
162.159.192.180:1002,100.00%,1000 ms
162.159.193.125:8319,100.00%,1000 ms
188.114.96.5:1018,100.00%,1000 ms
162.159.192.176:946,100.00%,1000 ms
162.159.193.125:7156,100.00%,1000 ms
162.159.192.176:864,100.00%,1000 ms
162.159.193.127:7156,100.00%,1000 ms
188.114.99.7:7156,100.00%,1000 ms
188.114.96.5:1002,100.00%,1000 ms
162.159.193.128:7156,100.00%,1000 ms
188.114.99.7:7152,100.00%,1000 ms
162.159.193.126:8319,100.00%,1000 ms
162.159.193.128:8319,100.00%,1000 ms
162.159.193.127:8319,100.00%,1000 ms
188.114.98.42:7152,100.00%,1000 ms
188.114.98.42:1074,100.00%,1000 ms
162.159.193.130:946,100.00%,1000 ms
188.114.96.9:1002,100.00%,1000 ms
162.159.193.129:7156,100.00%,1000 ms
162.159.193.131:1074,100.00%,1000 ms
162.159.193.129:8319,100.00%,1000 ms
162.159.193.130:1074,100.00%,1000 ms
162.159.193.132:946,100.00%,1000 ms
162.159.193.132:1074,100.00%,1000 ms
162.159.193.134:1074,100.00%,1000 ms
162.159.193.131:946,100.00%,1000 ms
162.159.193.133:946,100.00%,1000 ms
162.159.193.133:1074,100.00%,1000 ms
162.159.193.134:946,100.00%,1000 ms
188.114.96.9:1018,100.00%,1000 ms
162.159.193.137:1074,100.00%,1000 ms
162.159.193.136:946,100.00%,1000 ms
162.159.193.135:946,100.00%,1000 ms
162.159.193.136:1074,100.00%,1000 ms
162.159.193.135:1074,100.00%,1000 ms
162.159.193.137:946,100.00%,1000 ms
162.159.192.153:891,100.00%,1000 ms
162.159.192.153:8854,100.00%,1000 ms
162.159.193.138:946,100.00%,1000 ms
162.159.193.138:1074,100.00%,1000 ms
162.159.193.139:946,100.00%,1000 ms
162.159.193.139:1074,100.00%,1000 ms
162.159.193.140:1074,100.00%,1000 ms
188.114.96.12:1018,100.00%,1000 ms
162.159.193.141:1074,100.00%,1000 ms
162.159.193.140:946,100.00%,1000 ms
162.159.193.141:946,100.00%,1000 ms
162.159.193.142:4500,100.00%,1000 ms
162.159.193.143:4500,100.00%,1000 ms
162.159.193.142:859,100.00%,1000 ms
162.159.193.143:859,100.00%,1000 ms
162.159.193.144:859,100.00%,1000 ms
162.159.193.145:4500,100.00%,1000 ms
188.114.99.37:942,100.00%,1000 ms
188.114.99.37:943,100.00%,1000 ms
162.159.193.144:4500,100.00%,1000 ms
162.159.193.145:859,100.00%,1000 ms
162.159.193.146:4500,100.00%,1000 ms
162.159.193.147:988,100.00%,1000 ms
162.159.193.147:1180,100.00%,1000 ms
162.159.193.146:859,100.00%,1000 ms
162.159.193.148:1180,100.00%,1000 ms
162.159.193.148:988,100.00%,1000 ms
162.159.193.149:1180,100.00%,1000 ms
162.159.192.144:3138,100.00%,1000 ms
162.159.192.144:500,100.00%,1000 ms
162.159.193.149:988,100.00%,1000 ms
188.114.99.44:942,100.00%,1000 ms
162.159.193.151:891,100.00%,1000 ms
188.114.96.20:946,100.00%,1000 ms
162.159.193.150:4500,100.00%,1000 ms
162.159.193.151:4500,100.00%,1000 ms
188.114.99.44:943,100.00%,1000 ms
162.159.193.150:891,100.00%,1000 ms
162.159.193.153:4500,100.00%,1000 ms
162.159.193.152:4500,100.00%,1000 ms
188.114.96.20:864,100.00%,1000 ms
162.159.193.153:891,100.00%,1000 ms
162.159.193.154:4500,100.00%,1000 ms
162.159.193.154:891,100.00%,1000 ms
162.159.193.152:891,100.00%,1000 ms
162.159.193.160:4500,100.00%,1000 ms
162.159.193.155:4500,100.00%,1000 ms
162.159.192.133:5279,100.00%,1000 ms
162.159.192.133:880,100.00%,1000 ms
162.159.193.156:4500,100.00%,1000 ms
162.159.193.158:891,100.00%,1000 ms
162.159.193.156:891,100.00%,1000 ms
162.159.192.124:1010,100.00%,1000 ms
162.159.192.124:1002,100.00%,1000 ms
162.159.193.160:891,100.00%,1000 ms
162.159.193.155:891,100.00%,1000 ms
162.159.193.158:4500,100.00%,1000 ms
162.159.193.159:891,100.00%,1000 ms
162.159.193.159:4500,100.00%,1000 ms
162.159.193.157:891,100.00%,1000 ms
162.159.193.157:4500,100.00%,1000 ms
162.159.192.117:1002,100.00%,1000 ms
162.159.193.161:4500,100.00%,1000 ms
162.159.193.161:891,100.00%,1000 ms
162.159.193.162:891,100.00%,1000 ms
162.159.193.163:4500,100.00%,1000 ms
162.159.193.163:891,100.00%,1000 ms
162.159.193.162:4500,100.00%,1000 ms
162.159.193.164:4500,100.00%,1000 ms
162.159.193.166:891,100.00%,1000 ms
162.159.193.164:891,100.00%,1000 ms
162.159.192.119:1010,100.00%,1000 ms
162.159.193.165:891,100.00%,1000 ms
162.159.192.119:1002,100.00%,1000 ms
162.159.192.117:1010,100.00%,1000 ms
162.159.193.165:4500,100.00%,1000 ms
162.159.193.166:4500,100.00%,1000 ms
162.159.193.167:4500,100.00%,1000 ms
162.159.193.168:1070,100.00%,1000 ms
162.159.193.167:891,100.00%,1000 ms
162.159.193.168:8319,100.00%,1000 ms
162.159.193.169:8319,100.00%,1000 ms
162.159.192.103:7559,100.00%,1000 ms
162.159.193.169:1070,100.00%,1000 ms
162.159.193.170:1070,100.00%,1000 ms
162.159.193.171:8319,100.00%,1000 ms
162.159.193.172:1070,100.00%,1000 ms
162.159.193.172:8319,100.00%,1000 ms
162.159.192.103:894,100.00%,1000 ms
162.159.192.102:7559,100.00%,1000 ms
162.159.193.171:1070,100.00%,1000 ms
162.159.192.102:894,100.00%,1000 ms
162.159.193.173:1070,100.00%,1000 ms
162.159.193.170:8319,100.00%,1000 ms
162.159.193.173:8319,100.00%,1000 ms
162.159.193.174:8319,100.00%,1000 ms
162.159.193.174:1070,100.00%,1000 ms
162.159.193.175:8319,100.00%,1000 ms
162.159.193.175:1070,100.00%,1000 ms
162.159.193.176:1070,100.00%,1000 ms
162.159.193.178:1070,100.00%,1000 ms
162.159.193.177:8319,100.00%,1000 ms
162.159.193.177:1070,100.00%,1000 ms
162.159.193.176:8319,100.00%,1000 ms
162.159.193.178:8319,100.00%,1000 ms
162.159.193.181:854,100.00%,1000 ms
162.159.193.179:8319,100.00%,1000 ms
162.159.193.180:854,100.00%,1000 ms
162.159.193.179:1070,100.00%,1000 ms
162.159.193.180:8886,100.00%,1000 ms
162.159.193.182:8886,100.00%,1000 ms
162.159.193.183:8886,100.00%,1000 ms
162.159.193.184:8886,100.00%,1000 ms
162.159.193.182:854,100.00%,1000 ms
162.159.193.181:8886,100.00%,1000 ms
162.159.193.184:854,100.00%,1000 ms
162.159.193.183:854,100.00%,1000 ms
162.159.193.187:8886,100.00%,1000 ms
162.159.193.186:8886,100.00%,1000 ms
162.159.193.185:8886,100.00%,1000 ms
162.159.193.185:854,100.00%,1000 ms
162.159.193.187:854,100.00%,1000 ms
162.159.193.186:854,100.00%,1000 ms
162.159.193.188:8886,100.00%,1000 ms
162.159.193.188:854,100.00%,1000 ms
162.159.193.189:854,100.00%,1000 ms
162.159.193.189:8886,100.00%,1000 ms
162.159.193.190:8886,100.00%,1000 ms
162.159.193.191:854,100.00%,1000 ms
188.114.97.185:2408,100.00%,1000 ms
188.114.97.185:8319,100.00%,1000 ms
162.159.193.190:854,100.00%,1000 ms
162.159.193.191:8886,100.00%,1000 ms
162.159.193.192:1002,100.00%,1000 ms
162.159.193.192:908,100.00%,1000 ms
162.159.193.193:1002,100.00%,1000 ms
162.159.193.195:1002,100.00%,1000 ms
162.159.193.193:908,100.00%,1000 ms
162.159.193.194:1002,100.00%,1000 ms
162.159.192.60:4198,100.00%,1000 ms
162.159.193.194:908,100.00%,1000 ms
162.159.192.60:988,100.00%,1000 ms
162.159.193.195:908,100.00%,1000 ms
162.159.193.196:1002,100.00%,1000 ms
162.159.193.196:908,100.00%,1000 ms
162.159.193.197:3854,100.00%,1000 ms
162.159.193.197:878,100.00%,1000 ms
162.159.193.198:878,100.00%,1000 ms
162.159.193.198:3854,100.00%,1000 ms
162.159.193.199:1180,100.00%,1000 ms
162.159.193.200:880,100.00%,1000 ms
162.159.193.201:880,100.00%,1000 ms
162.159.193.201:987,100.00%,1000 ms
162.159.193.199:1074,100.00%,1000 ms
162.159.193.200:987,100.00%,1000 ms
162.159.193.204:880,100.00%,1000 ms
162.159.193.202:880,100.00%,1000 ms
162.159.193.203:987,100.00%,1000 ms
162.159.193.204:987,100.00%,1000 ms
162.159.193.202:987,100.00%,1000 ms
162.159.193.203:880,100.00%,1000 ms
162.159.193.205:880,100.00%,1000 ms
162.159.193.208:987,100.00%,1000 ms
162.159.193.208:880,100.00%,1000 ms
188.114.96.44:4198,100.00%,1000 ms
162.159.193.207:880,100.00%,1000 ms
162.159.193.206:987,100.00%,1000 ms
162.159.193.209:987,100.00%,1000 ms
162.159.193.210:880,100.00%,1000 ms
162.159.193.207:987,100.00%,1000 ms
162.159.193.205:987,100.00%,1000 ms
162.159.193.209:880,100.00%,1000 ms
162.159.193.206:880,100.00%,1000 ms
162.159.193.210:987,100.00%,1000 ms
162.159.193.211:987,100.00%,1000 ms
162.159.193.211:880,100.00%,1000 ms
162.159.193.212:880,100.00%,1000 ms
162.159.193.213:880,100.00%,1000 ms
188.114.97.147:8854,100.00%,1000 ms
188.114.97.147:1070,100.00%,1000 ms
162.159.193.212:987,100.00%,1000 ms
162.159.193.213:987,100.00%,1000 ms
162.159.193.216:4177,100.00%,1000 ms
162.159.193.216:5279,100.00%,1000 ms
162.159.193.214:880,100.00%,1000 ms
188.114.96.44:1180,100.00%,1000 ms
162.159.193.215:4177,100.00%,1000 ms
162.159.193.215:5279,100.00%,1000 ms
162.159.193.214:987,100.00%,1000 ms
162.159.193.218:4177,100.00%,1000 ms
162.159.193.217:5279,100.00%,1000 ms
162.159.193.217:4177,100.00%,1000 ms
162.159.193.218:5279,100.00%,1000 ms
162.159.193.219:4177,100.00%,1000 ms
188.114.96.49:4198,100.00%,1000 ms
162.159.193.220:4177,100.00%,1000 ms
188.114.96.49:1180,100.00%,1000 ms
162.159.193.219:5279,100.00%,1000 ms
162.159.193.222:4177,100.00%,1000 ms
162.159.193.223:4177,100.00%,1000 ms
162.159.193.221:5279,100.00%,1000 ms
162.159.193.220:5279,100.00%,1000 ms
162.159.193.221:4177,100.00%,1000 ms
162.159.193.222:5279,100.00%,1000 ms
162.159.193.224:4177,100.00%,1000 ms
162.159.193.223:5279,100.00%,1000 ms
162.159.193.224:5279,100.00%,1000 ms
162.159.193.226:4177,100.00%,1000 ms
162.159.193.225:4177,100.00%,1000 ms
162.159.193.225:5279,100.00%,1000 ms
162.159.193.227:890,100.00%,1000 ms
162.159.193.228:890,100.00%,1000 ms
162.159.193.228:4177,100.00%,1000 ms
162.159.193.227:4177,100.00%,1000 ms
162.159.193.226:5279,100.00%,1000 ms
162.159.193.230:890,100.00%,1000 ms
162.159.193.230:4177,100.00%,1000 ms
162.159.193.231:4177,100.00%,1000 ms
162.159.193.229:4177,100.00%,1000 ms
162.159.193.229:890,100.00%,1000 ms
162.159.193.233:890,100.00%,1000 ms
162.159.193.232:4177,100.00%,1000 ms
162.159.193.233:4177,100.00%,1000 ms
162.159.193.232:890,100.00%,1000 ms
162.159.193.234:890,100.00%,1000 ms
162.159.193.234:4177,100.00%,1000 ms
162.159.193.231:890,100.00%,1000 ms
162.159.193.236:890,100.00%,1000 ms
162.159.193.236:4177,100.00%,1000 ms
162.159.193.235:4177,100.00%,1000 ms
162.159.193.235:890,100.00%,1000 ms
162.159.193.237:890,100.00%,1000 ms
162.159.193.237:4177,100.00%,1000 ms
162.159.193.239:4177,100.00%,1000 ms
162.159.193.239:890,100.00%,1000 ms
162.159.193.238:4177,100.00%,1000 ms
162.159.193.238:890,100.00%,1000 ms
162.159.193.240:890,100.00%,1000 ms
162.159.193.241:928,100.00%,1000 ms
162.159.193.240:4177,100.00%,1000 ms
162.159.193.242:928,100.00%,1000 ms
162.159.193.241:1180,100.00%,1000 ms
162.159.193.242:1180,100.00%,1000 ms
162.159.193.243:928,100.00%,1000 ms
162.159.193.244:928,100.00%,1000 ms
162.159.193.245:928,100.00%,1000 ms
162.159.193.243:1180,100.00%,1000 ms
162.159.193.244:1180,100.00%,1000 ms
162.159.193.245:1180,100.00%,1000 ms
162.159.193.246:928,100.00%,1000 ms
162.159.193.247:928,100.00%,1000 ms
162.159.193.246:1180,100.00%,1000 ms
162.159.193.247:934,100.00%,1000 ms
162.159.193.248:928,100.00%,1000 ms
162.159.193.248:934,100.00%,1000 ms
188.114.97.90:3476,100.00%,1000 ms
188.114.97.90:891,100.00%,1000 ms
162.159.193.251:7156,100.00%,1000 ms
162.159.193.250:7103,100.00%,1000 ms
162.159.193.249:4177,100.00%,1000 ms
162.159.193.249:3138,100.00%,1000 ms
162.159.193.250:7156,100.00%,1000 ms
188.114.97.57:4177,100.00%,1000 ms
188.114.97.57:943,100.00%,1000 ms
162.159.193.251:7103,100.00%,1000 ms
162.159.193.254:7156,100.00%,1000 ms
162.159.193.252:7156,100.00%,1000 ms
162.159.193.253:7103,100.00%,1000 ms
162.159.193.254:7103,100.00%,1000 ms
188.114.97.45:8319,100.00%,1000 ms
162.159.193.253:7156,100.00%,1000 ms
162.159.193.252:7103,100.00%,1000 ms
162.159.193.255:7156,100.00%,1000 ms
188.114.97.45:1002,100.00%,1000 ms
162.159.193.255:7103,100.00%,1000 ms
188.114.97.11:987,100.00%,1000 ms
188.114.97.11:968,100.00%,1000 ms
188.114.97.9:987,100.00%,1000 ms
188.114.97.9:968,100.00%,1000 ms
188.114.97.4:987,100.00%,1000 ms
188.114.97.4:968,100.00%,1000 ms
188.114.97.3:987,100.00%,1000 ms
188.114.97.3:968,100.00%,1000 ms
188.114.97.2:1014,100.00%,1000 ms
188.114.97.2:3854,100.00%,1000 ms
188.114.97.0:1014,100.00%,1000 ms
188.114.97.0:3854,100.00%,1000 ms
188.114.96.249:859,100.00%,1000 ms
188.114.96.248:945,100.00%,1000 ms
188.114.96.248:859,100.00%,1000 ms
188.114.96.206:943,100.00%,1000 ms
188.114.96.206:942,100.00%,1000 ms
188.114.99.233:2408,100.00%,1000 ms
188.114.99.233:942,100.00%,1000 ms
188.114.99.240:2408,100.00%,1000 ms
188.114.99.240:942,100.00%,1000 ms
188.114.99.255:878,100.00%,1000 ms
188.114.99.255:1018,100.00%,1000 ms
